0|0,2,2,|0,2,2,|0,2,2,|nq=off	3	0,-209.375,0
0|0,2,2,|0,0,0,|0,2,2,|nq=off	3	0,-28.878530947000002,-74.785097484496447
0|1,0,1,|0,0,0,|2,0,0,|nq=off	3	-73.129953015135655,-77.609393356731104,-71.480170294115638
0|1,1,0,|0,0,0,|2,0,0,|nq=off	3	1,-79.286034248759947,0
0|0,2,2,|0,0,2,|0,2,2,|nq=off	3	0,-1711.7468183571525,-2.625
0|1,1,0,|1,0,0,|2,0,0,|nq=off	3	1,-58.724195000000009,0
0|1,0,1,|0,0,1,|1,0,2,|nq=off	3	0,-16.545000000000002,-2.3399999999999999
0|1,1,0,|0,1,0,|2,1,0,|nq=off	3	-10.605,1,0
0|1,0,1,|1,0,0,|2,0,1,|nq=off	3	-2.1300000000000003,0,0
0|1,0,1,|0,0,0,|1,0,2,|nq=off	3	0,-58.625997884192174,-41.481283392631155
0|1,1,0,|0,0,0,|1,2,0,|nq=off	3	0,-4.2169670750000003,0
0|1,0,1,|0,0,0,|2,0,1,|nq=off	3	-128.92131078042755,-125.15560507757112,-142.30418918651961
0|0,0,0,|0,0,0,|0,0,0,|nq=off	3	-29.231269131761902,-40.076104249998011,-34.424778573608016
0|1,0,1,|0,0,0,|1,0,1,|nq=off	3	-14.114581000000001,-22.336263912500002,-31.149198735500001
0|1,0,1,|0,0,0,|2,0,2,|nq=off	3	-77.449569103526017,-108.05986229171174,-93.779924790636827
0|0,1,1,|0,0,0,|0,2,1,|nq=off	3	0,-12.045628300000001,-15.228000000000002
0|1,1,0,|0,0,0,|2,1,0,|nq=off	3	-39.838925854999999,0,0
0|1,0,0,|0,0,0,|2,0,0,|nq=off	3	-66.74634511745883,-147.05915934885655,-50.340624824999999
0|1,1,0,|0,1,0,|1,2,0,|nq=off	3	-22.385999999999999,0.18999999999999984,0
0|1,1,1,|0,0,0,|2,2,2,|nq=off	3	0,-60.807137850000004,0
0|0,1,0,|0,0,0,|0,2,0,|nq=off	3	0,-9.0485626475000007,0
0|1,0,1,|0,0,1,|1,0,1,|nq=off	3	0,-72.911753064999999,1
0|1,0,1,|1,0,0,|2,0,2,|nq=off	3	-1.2949999999999999,0,-41.58775
0|0,0,0,|0,0,1,|0,0,0,|nq=off	3	-37.222750895000004,0,-2.1268671010868108
0|1,0,1,|0,0,1,|2,0,2,|nq=off	3	0,-61.490680000000005,-5.7650000000000006
0|0,0,0,|1,0,0,|0,0,0,|nq=off	3	-0.10316534271010092,0,-14.90095
0|0,0,1,|0,0,0,|0,0,0,|nq=off	3	0,-23.36227603,1
0|1,0,0,|0,0,0,|0,0,0,|nq=off	3	-5.2461135000000008,-33.535238475433502,0
0|1,0,1,|0,0,0,|0,0,1,|nq=off	3	0,-23.421950000000002,-7.0497000000000005
0|1,0,1,|0,0,0,|1,0,0,|nq=off	3	-14.29965,0,-12.704060900000002
0|0,1,1,|0,0,0,|0,1,2,|nq=off	3	0,0,-27.392218021000001
0|0,1,1,|0,0,0,|0,2,2,|nq=off	3	0,-30.038609795000003,0
0|1,0,1,|0,0,1,|2,0,1,|nq=off	3	0,-45.997650000000007,-11.732939543337844
0|1,0,1,|1,0,0,|1,0,2,|nq=off	3	0,0,0
0|1,1,1,|0,0,1,|2,2,2,|nq=off	3	0,-32.733499999999999,1
0|1,0,0,|0,0,0,|1,0,0,|nq=off	3	-12.723205250000001,0,0
0|1,0,0,|1,0,0,|2,0,0,|nq=off	3	-9.4812692593683252,-89.541518095000015,0
0|2,0,0,|0,0,0,|2,0,0,|nq=off	3	-37.462496731926372,-150.0529142017995,-76.839568936250004
0|2,0,1,|0,0,0,|2,0,2,|nq=off	3	-54.80785229876625,-29.671500000000002,-16.451499999999999
0|1,0,1,|0,1,0,|2,0,1,|nq=off	3	0,0,0
0|2,0,1,|0,0,1,|2,0,2,|nq=off	3	0,-50.000350000000012,-7.1099999999999994
0|1,0,0,|0,1,0,|2,0,0,|nq=off	3	-11.284525,-8.233836501653732,-32.293150000000004
0|2,0,1,|0,0,0,|2,0,1,|nq=off	3	-69.089087714982313,-67.774750000000012,-61.993546195000008
0|2,0,1,|1,0,0,|2,0,1,|nq=off	3	-2.75,-77.687750000000008,0
0|1,1,1,|0,0,0,|2,2,1,|nq=off	3	-9.7000000000000011,-45.979084300000004,0
0|2,0,1,|0,0,0,|2,0,0,|nq=off	3	-24.901479914500005,0,0
0|1,0,1,|1,0,0,|2,0,0,|nq=off	3	-6.9890359255802395,-36.449000000000005,0
0|0,0,0,|0,1,0,|0,0,0,|nq=off	3	-15.992500000000001,-3.501228876559086,0
0|0,1,1,|0,0,0,|0,0,1,|nq=off	3	0,-7.6649999999999991,-11.150019
