0|1,1,|0,0,|0,2,|nq=off	2	-11.093655627499999,-14.624307971233485
0|0,2,|0,2,|0,2,|nq=off	2	0,-2
0|0,1,|0,0,|0,1,|nq=off	2	-4.0168859725000008,-3.6560950234691507
0|1,0,|0,0,|1,0,|nq=off	2	-5.8567604143659864,-6.3121762750000006
0|1,1,|0,0,|2,2,|nq=off	2	-54.889701452976496,-52.345093561082095
0|0,0,|0,0,|0,0,|nq=off	2	-45.478123494349674,-47.653025202675572
0|0,2,|0,0,|0,2,|nq=off	2	-52.272027094584473,-44.974201284270478
0|1,0,|0,0,|2,0,|nq=off	2	-10.718528570240629,-8.2107690853878132
0|0,1,|0,0,|0,2,|nq=off	2	-24.576227730045872,-17.983825324839572
0|1,1,|0,0,|1,2,|nq=off	2	-9.6211391071874992,-15.282318975481353
0|1,0,|0,0,|0,0,|nq=off	2	-0.13222500000000015,-4.1543873367625004
0|0,1,|0,0,|0,0,|nq=off	2	-3.4039055000000005,-2.5729441530376649
