0|1,1,|0,0,|1,2,|nq=off	2	-3.4976810741875015,-6.0385740455936405
0|1,1,|0,0,|2,1,|nq=off	2	-9.0437331026803047,-7.5702366418406255
0|1,0,|0,0,|2,0,|nq=off	2	-37.849219267702757,-40.935805791020599
0|0,1,|0,0,|0,2,|nq=off	2	-19.488847108666963,-13.869269184691188
0|1,0,|0,0,|1,0,|nq=off	2	-10.4610860855417,-15.029371142479974
0|0,1,|0,0,|0,1,|nq=off	2	-68.005480388784846,-67.216041321152403
0|1,1,|0,0,|1,1,|nq=off	2	-3.449375925,-1.4068500000000002
0|0,0,|0,0,|0,0,|nq=off	2	-27.515938145084515,-26.413463312528069
0|1,0,|0,0,|0,0,|nq=off	2	-0.83405512500000001,-3.5321388669312501
0|0,1,|0,0,|0,0,|nq=off	2	-3.5184090262500001,-0.780725
