0|0,0,1,1,|0,0,0,0,|0,0,2,1,|nq=off	2	-4.2969987600000001,-4.5596550000000011
0|0,0,1,1,|0,0,0,0,|0,0,1,2,|nq=off	2	-12.783050003040442,-14.764839276899094
0|0,1,0,0,|0,0,0,0,|0,2,0,0,|nq=off	2	-15.169111928050723,-12.611295008350545
0|0,0,0,1,|0,0,0,0,|0,0,0,2,|nq=off	2	-8.4860024625326158,-6.8579599386554362
0|0,1,1,1,|0,0,0,0,|0,1,1,2,|nq=off	2	-12.309259479150001,-11.487847221433665
0|0,0,1,0,|0,0,0,0,|0,0,2,0,|nq=off	2	-1.4370000000000003,-7.0047784000000002
0|0,1,1,1,|0,0,0,0,|0,2,2,2,|nq=off	2	-6.6310000000000002,-9.886011934478752
0|1,1,1,1,|0,0,0,0,|1,2,2,2,|nq=off	2	0,-5.22255
0|0,0,0,0,|1,0,1,0,|0,0,0,0,|nq=off	2	-10.704381898415653,0
0|0,1,0,1,|0,0,0,0,|0,1,0,1,|nq=off	2	-4.7008235000000003,-4.2036057580960264
0|0,0,0,0,|0,0,0,0,|0,0,0,0,|nq=off	2	-22.016447862893109,-18.48723781531265
0|0,1,1,1,|0,0,0,0,|0,2,1,2,|nq=off	2	-8.7427844750000006,-5.1486499999999999
0|0,1,1,1,|0,0,0,0,|0,0,1,2,|nq=off	2	-9.1529197499999988,-1.9097775000000001
0|0,1,1,1,|0,0,0,0,|0,1,0,2,|nq=off	2	-6.3312827000000009,-4.1397750000000002
0|0,1,0,1,|0,0,0,0,|0,2,0,1,|nq=off	2	-3.8484220987499995,-0.89809749999999999
0|0,1,1,0,|0,0,0,0,|0,1,2,0,|nq=off	2	-4.9468004615000005,-1.7449250000000005
0|0,1,0,0,|0,0,0,0,|0,1,0,0,|nq=off	2	-0.40935000000000021,-1.6272003641250004
0|1,0,0,0,|0,0,0,0,|1,0,0,0,|nq=off	2	1.1179208692736886,0
0|0,0,0,1,|0,0,0,0,|0,0,0,1,|nq=off	2	-18.95620036640474,-17.693468241009974
0|0,0,1,0,|0,0,0,0,|0,0,1,0,|nq=off	2	-2.9036003737406371,-6.0416295
0|0,0,1,1,|0,0,0,0,|0,0,0,1,|nq=off	2	-1.1127749999999998,-4.8815324999999996
0|0,0,1,1,|0,0,0,0,|0,0,1,1,|nq=off	2	-0.61632500000000034,-6.0547928882125008
0|1,0,0,0,|0,0,0,0,|0,0,0,0,|nq=off	2	-0.84057500000000041,-4.8579674337500007
0|0,1,0,0,|0,0,0,0,|0,0,0,0,|nq=off	2	-3.0802754999999999,-0.35843574999999994
0|0,0,0,1,|0,0,0,0,|0,0,0,0,|nq=off	2	-0.10000000000000001,-1.2363137061250002
