0|0,0,0,0,0,1,|0,0,0,0,2,2,|0,0,0,0,0,2,|nq=off	2	-33753.214364767584,-33612.871307478439
0|0,0,1,0,0,0,|0,0,0,0,2,2,|0,0,2,0,0,0,|nq=off	2	-88.027125000000012,-230.17789688750003
0|1,0,1,1,0,1,|0,0,0,0,0,0,|1,0,2,2,0,2,|nq=off	2	-20.615927599999999,-9.9967000000000006
0|0,0,0,1,0,2,|0,0,0,0,0,0,|0,0,0,2,0,2,|nq=off	2	-31.542721650000001,-22.478294999999999
0|0,0,0,0,0,1,|0,0,0,0,1,1,|0,0,0,0,0,2,|nq=off	2	-660.57840118640297,-769.54403747775518
0|0,0,0,0,0,1,|0,0,0,0,0,0,|0,0,0,0,0,2,|nq=off	2	-111.75939351104971,-74.431019463429521
0|0,0,1,0,0,1,|0,0,0,0,0,0,|0,0,1,0,0,2,|nq=off	2	-13.884,-49.537119592500005
0|0,1,0,0,0,0,|0,0,0,0,2,2,|0,1,0,0,0,0,|nq=off	2	-241.85961999757876,-172.44381635581249
0|0,0,0,0,0,1,|0,0,0,0,2,2,|0,0,0,0,0,1,|nq=off	2	-590.71447829678254,-895.4816392984394
0|0,0,0,0,0,2,|0,0,0,0,1,1,|0,0,0,0,0,2,|nq=off	2	-284.35449339173363,-212.60646059753751
0|0,0,1,0,1,0,|0,0,0,0,2,2,|0,0,1,0,1,0,|nq=off	2	-379.78443500000003,-443.70706834562498
0|0,0,0,0,1,0,|0,0,0,0,2,2,|0,0,0,0,1,0,|nq=off	2	-958.64789230148494,-949.91779182821688
0|0,0,1,0,1,0,|0,0,0,0,2,2,|0,0,2,0,2,0,|nq=off	2	-567.84942481125006,-1206.1027836140202
0|0,0,1,0,0,0,|0,0,0,0,2,2,|0,0,1,0,0,0,|nq=off	2	-630.8568706165762,-431.32684581245485
0|1,0,0,0,0,0,|0,0,0,0,2,2,|1,0,0,0,0,0,|nq=off	2	-110.99509,-209.49109108500002
0|0,0,0,0,0,0,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-4076.8412175697404,-4054.2376857178015
0|0,1,0,0,0,0,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-85.956948222500003,-31.727975000000001
0|0,0,0,0,0,1,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-394.80642638823991,-501.81145042716525
0|0,0,0,1,0,0,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-157.8407652044628,-130.68604379409501
0|0,0,1,0,1,0,|0,0,0,0,2,2,|0,0,1,0,0,0,|nq=off	2	-712.44050192794828,-359.48629223
0|0,0,0,0,1,0,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-362.58550245875,-643.51777434459314
