0|0,1,1,1,|0,0,0,0,|1,2,1,1,|nq=off	2	-10.444000000000003,0
0|0,0,0,1,|0,0,0,0,|0,1,0,2,|nq=off	2	-11.606618000000001,-7.2010878100000006
0|0,1,0,1,|0,0,0,0,|0,1,1,2,|nq=off	2	-5.7600000000000007,-8.2520530000000001
0|1,0,0,0,|0,0,0,0,|2,0,1,0,|nq=off	2	-13.848124980750001,-14.121000000000002
0|0,0,1,1,|0,0,0,0,|1,0,2,1,|nq=off	2	-6.831999999999999,-8.4199999999999999
0|1,1,1,0,|0,0,0,0,|2,2,2,1,|nq=off	2	-25.400000000000002,-41.286241863895
0|0,0,1,0,|0,0,0,0,|1,0,2,0,|nq=off	2	-5.6828222876375003,-9.5249000000000006
0|1,1,0,1,|0,0,0,0,|2,2,1,2,|nq=off	2	-21.157527722500003,-20.954327100000004
0|0,1,1,0,|0,0,0,0,|1,1,2,0,|nq=off	2	0,-3.6000000000000001
0|1,0,1,1,|0,0,0,0,|2,1,2,2,|nq=off	2	-31.319940800000001,-50.479121634400002
0|0,0,1,0,|0,0,0,0,|0,1,2,0,|nq=off	2	-20.092460265,-22.359999999999999
0|0,1,0,0,|1,0,0,0,|0,1,1,1,|nq=off	2	0,-19.143999999999998
0|0,0,1,1,|0,0,0,0,|0,0,1,2,|nq=off	2	-11.904029749999999,-17.693316000000003
0|1,0,1,1,|0,0,0,0,|1,0,2,1,|nq=off	2	0,-13.659000000000002
0|1,0,0,1,|0,0,0,0,|1,0,0,2,|nq=off	2	-52.119665699999999,-13.8674
0|1,0,1,0,|0,0,0,0,|2,0,1,0,|nq=off	2	-3.9794720000000008,-2.8600000000000003
0|1,0,1,1,|0,0,0,0,|2,0,1,1,|nq=off	2	-8.5806199999999997,-15.063760000000002
0|0,0,0,1,|0,0,0,0,|1,1,0,2,|nq=off	2	-44.285551267999999,-20.021720522546001
0|1,1,1,0,|0,0,0,0,|1,2,1,0,|nq=off	2	-12.257999999999999,0
0|1,1,1,1,|0,0,0,0,|1,2,2,2,|nq=off	2	-40.969653185000006,-58.236861668384549
0|1,0,1,0,|0,0,0,0,|1,0,2,0,|nq=off	2	-5.9139800000000013,-7.2343799999999998
0|1,0,1,1,|0,0,0,0,|2,0,1,2,|nq=off	2	-7.2739420000000017,-28.496040000000001
0|0,0,0,1,|0,0,0,0,|1,1,0,1,|nq=off	2	0,-4.7520000000000007
0|1,0,0,0,|0,1,0,0,|2,0,0,0,|nq=off	2	-10.440000000000001,-1.6399999999999999
0|0,0,0,0,|0,0,0,0,|1,1,1,1,|nq=off	2	-6.79,0
0|1,1,1,1,|0,0,0,0,|2,2,2,2,|nq=off	2	-159.55827062610919,-131.7453361552796
0|0,0,1,1,|0,0,0,0,|0,0,1,0,|nq=off	2	0,-22.384
0|1,1,0,1,|0,0,0,0,|1,1,1,1,|nq=off	2	0,-3.7799999999999998
0|1,1,0,0,|0,0,0,0,|2,2,1,0,|nq=off	2	-12.511400000000002,-33.378206937000002
0|0,0,0,1,|0,0,0,0,|1,0,0,1,|nq=off	2	-1.54,-4.8399999999999999
0|1,0,1,1,|0,0,0,0,|1,1,1,2,|nq=off	2	-2.2000000000000002,-8.5999999999999996
0|0,1,1,1,|0,0,0,0,|0,1,1,2,|nq=off	2	0,0
0|1,0,0,0,|0,0,0,0,|2,1,1,0,|nq=off	2	-8.2540000000000013,-11.640000000000001
0|0,0,1,1,|0,0,0,0,|1,0,2,2,|nq=off	2	-16.692,-2.3600000000000003
0|1,0,1,0,|0,0,0,0,|2,1,2,0,|nq=off	2	-28.052000000000003,-36.166600000000003
