0|0,1,1,0,0,0,|0,0,0,0,2,2,|0,0,1,0,0,0,|nq=off	2	-180.21657500000001,-371.14786349999997
0|1,0,0,0,1,1,|0,0,0,0,2,2,|2,0,0,0,2,0,|nq=off	2	-1219.2855,-3454.7248223699999
0|0,1,0,2,0,2,|0,0,0,0,2,2,|0,0,0,2,0,2,|nq=off	2	-35636.642578466257,-47922.510147649635
0|0,1,0,0,0,0,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-41446.741803173638,-39289.42496149319
0|0,0,0,0,0,1,|0,0,0,0,2,2,|0,0,0,0,0,0,|nq=off	2	-133066.24520427079,-130113.86751717102
0|0,1,0,1,0,0,|0,0,0,0,2,2,|0,1,0,0,0,0,|nq=off	2	-12637.93771755978,-13223.756088832102
0|0,1,1,0,1,0,|0,0,0,0,2,2,|0,0,1,0,1,0,|nq=off	2	-8055.0139712250002,-3289.2214999999997
0|0,1,0,1,0,2,|0,0,0,0,2,2,|0,0,0,1,0,2,|nq=off	2	-6238.8582343750004,-5658.9695499999998
0|0,1,1,0,1,1,|0,0,0,0,0,0,|0,2,0,0,2,1,|nq=off	2	-26.116050000000001,-57.387879550000008
0|1,1,1,1,1,1,|0,0,0,0,0,0,|0,2,2,2,2,1,|nq=off	2	-15.183999999999999,-48.427399182875
0|0,0,0,0,1,1,|0,0,0,0,2,2,|0,0,0,0,0,1,|nq=off	2	0,-7635.2645000000011
0|0,1,1,1,1,1,|0,0,0,0,0,0,|0,2,0,1,2,1,|nq=off	2	-25.3207067375,-14.03285
0|0,1,1,1,1,1,|0,0,0,0,0,0,|0,1,2,2,1,0,|nq=off	2	0,-21.219957465
0|1,1,0,0,0,0,|0,0,0,0,2,2,|1,0,0,0,0,0,|nq=off	2	-1653.6383799999999,-4181.9092238988997
0|0,0,1,0,2,0,|0,0,0,0,2,2,|0,0,0,0,2,0,|nq=off	2	-428.33000000000004,-858.14885000000004
0|0,1,0,0,0,1,|0,0,0,0,1,1,|0,1,0,0,0,0,|nq=off	2	-37.417349999999999,-82.516901900000008
0|1,1,1,1,1,1,|0,0,0,0,0,0,|0,2,1,2,2,2,|nq=off	2	0,-9.2998499999999993
0|1,0,0,0,2,0,|0,0,0,0,2,2,|0,0,0,0,2,0,|nq=off	2	-7912.2089749999996,-20131.3203075725
0|0,0,1,0,0,1,|0,0,0,0,2,2,|0,0,1,0,0,0,|nq=off	2	-6052.8567985,-2949.6680999999999
0|0,1,0,0,0,1,|0,0,0,0,1,1,|0,0,0,0,0,1,|nq=off	2	-132.12943337350529,-91.429819511206261
0|0,1,0,1,0,1,|0,0,0,0,2,2,|0,2,0,1,0,1,|nq=off	2	-16965.103640879854,-13266.617524023515
0|0,0,0,0,0,1,|0,0,0,0,2,2,|0,0,0,0,0,2,|nq=off	2	-339712.87112631992,-337380.11932235409
0|1,1,1,1,1,1,|0,0,0,0,2,2,|1,1,2,2,2,1,|nq=off	2	-16146.712309999999,-9364.883425
0|1,0,0,1,0,1,|0,0,0,0,2,2,|1,0,0,2,0,1,|nq=off	2	-2453.7165250000003,-5760.4741200000008
0|0,2,0,1,0,1,|0,0,0,0,2,2,|0,2,0,1,0,2,|nq=off	2	-1220.3894870849999,-426.04450000000003
0|0,0,0,1,0,1,|0,0,0,0,2,2,|0,0,0,2,0,1,|nq=off	2	-63191.824526548728,-59313.867976133813
0|0,1,0,1,1,1,|0,0,0,0,0,0,|0,2,0,1,2,2,|nq=off	2	-59.782093165000006,-9.2700000000000014
